loc_rowid,pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_masse,sy_dist
7501,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7502,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7503,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7504,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7505,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7506,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7507,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7508,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7509,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7510,Kepler-1228 b,1,1,Transit,2016,Kepler,,515.4530000
7511,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7512,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7513,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7514,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7515,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7516,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7517,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7518,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7519,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7520,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7521,Kepler-1229 b,1,1,Transit,2016,Kepler,,265.4820000
7522,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7523,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7524,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7525,Kepler-123 b,1,2,Transit,2014,Kepler,55.30000,1021.6600000
7526,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7527,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7528,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7529,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7530,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7531,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7532,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7533,Kepler-123 b,1,2,Transit,2014,Kepler,,1021.6600000
7534,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7535,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7536,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7537,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7538,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7539,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7540,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7541,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7542,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7543,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7544,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7545,Kepler-123 c,1,2,Transit,2014,Kepler,,1021.6600000
7546,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7547,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7548,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7549,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7550,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7551,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7552,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7553,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7554,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7555,Kepler-1230 b,1,1,Transit,2016,Kepler,,1364.2200000
7556,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7557,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7558,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7559,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7560,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7561,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7562,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7563,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7564,Kepler-1231 b,1,1,Transit,2016,Kepler,,987.2370000
7565,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7566,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7567,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7568,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7569,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7570,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7571,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7572,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7573,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7574,Kepler-1232 b,1,1,Transit,2016,Kepler,,632.8650000
7575,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7576,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7577,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7578,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7579,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7580,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7581,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7582,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7583,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7584,Kepler-1233 b,1,1,Transit,2016,Kepler,,1178.7000000
7585,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7586,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7587,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7588,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7589,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7590,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7591,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7592,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7593,Kepler-1234 b,1,1,Transit,2016,Kepler,,916.7490000
7594,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7595,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7596,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7597,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7598,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7599,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7600,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7601,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7602,Kepler-1235 b,1,1,Transit,2016,Kepler,,540.6040000
7603,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7604,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7605,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7606,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7607,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7608,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7609,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7610,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7611,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7612,Kepler-1236 b,1,1,Transit,2016,Kepler,,999.6400000
7613,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7614,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7615,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7616,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7617,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7618,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7619,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7620,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7621,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7622,Kepler-1237 b,1,1,Transit,2016,Kepler,,1064.3100000
7623,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7624,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7625,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7626,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7627,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7628,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7629,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7630,Kepler-1238 b,1,1,Transit,2016,Kepler,,1632.1300000
7631,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7632,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7633,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7634,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7635,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7636,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7637,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7638,Kepler-1239 b,1,1,Transit,2016,Kepler,,2140.6000000
7639,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7640,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7641,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7642,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7643,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7644,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7645,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7646,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7647,Kepler-124 b,1,3,Transit,2014,Kepler,,420.0460000
7648,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7649,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7650,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7651,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7652,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7653,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7654,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7655,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7656,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7657,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7658,Kepler-124 c,1,3,Transit,2014,Kepler,,420.0460000
7659,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7660,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7661,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7662,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7663,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7664,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7665,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7666,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7667,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7668,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7669,Kepler-124 d,1,3,Transit,2014,Kepler,,420.0460000
7670,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7671,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7672,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7673,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7674,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7675,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7676,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7677,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7678,Kepler-1240 b,1,1,Transit,2016,Kepler,,862.1860000
7679,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7680,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7681,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7682,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7683,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7684,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7685,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7686,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7687,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7688,Kepler-1241 b,1,1,Transit,2016,Kepler,,968.7220000
7689,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7690,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7691,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7692,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7693,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7694,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7695,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7696,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7697,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7698,Kepler-1242 b,1,1,Transit,2016,Kepler,,687.6150000
7699,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7700,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7701,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7702,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7703,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7704,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7705,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7706,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7707,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7708,Kepler-1243 b,1,1,Transit,2016,Kepler,,758.1700000
7709,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7710,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7711,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7712,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7713,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7714,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7715,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7716,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7717,Kepler-1244 b,1,1,Transit,2016,Kepler,,1075.8100000
7718,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7719,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7720,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7721,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7722,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7723,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7724,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7725,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7726,Kepler-1245 b,1,2,Transit,2016,Kepler,,805.9360000
7727,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7728,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7729,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7730,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7731,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7732,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7733,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7734,Kepler-1245 c,1,2,Transit,2016,Kepler,,805.9360000
7735,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7736,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7737,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7738,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7739,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7740,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7741,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7742,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7743,Kepler-1246 b,1,1,Transit,2016,Kepler,,436.5050000
7744,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7745,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7746,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7747,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7748,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7749,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7750,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7751,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7752,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7753,Kepler-1247 b,1,1,Transit,2016,Kepler,,1045.9200000
7754,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7755,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7756,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7757,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7758,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7759,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7760,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7761,Kepler-1248 b,1,1,Transit,2016,Kepler,,593.0260000
7762,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7763,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7764,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7765,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7766,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7767,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7768,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7769,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7770,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7771,Kepler-1249 b,1,1,Transit,2016,Kepler,,1904.5400000
7772,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7773,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7774,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7775,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7776,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7777,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7778,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7779,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7780,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7781,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7782,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7783,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7784,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7785,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7786,Kepler-125 b,1,2,Transit,2014,Kepler,,183.3650000
7787,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7788,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7789,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7790,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7791,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7792,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7793,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7794,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7795,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7796,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7797,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7798,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7799,Kepler-125 c,1,2,Transit,2014,Kepler,,183.3650000
7800,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7801,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7802,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7803,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7804,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7805,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7806,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7807,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7808,Kepler-1250 b,1,1,Transit,2016,Kepler,,2126.8500000
7809,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7810,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7811,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7812,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7813,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7814,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7815,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7816,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7817,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7818,Kepler-1251 b,1,1,Transit,2016,Kepler,,902.2040000
7819,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7820,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7821,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7822,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7823,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7824,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7825,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7826,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7827,Kepler-1252 b,1,1,Transit,2016,Kepler,,648.9790000
7828,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7829,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7830,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7831,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7832,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7833,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7834,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7835,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7836,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7837,Kepler-1253 b,1,1,Transit,2016,Kepler,,514.5240000
7838,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7839,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7840,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7841,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7842,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7843,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7844,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7845,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7846,Kepler-1254 b,1,3,Transit,2016,Kepler,,622.8180000
7847,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7848,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7849,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7850,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7851,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7852,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7853,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7854,Kepler-1254 c,1,3,Transit,2016,Kepler,,622.8180000
7855,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7856,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7857,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7858,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7859,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7860,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7861,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7862,Kepler-1254 d,1,3,Transit,2016,Kepler,,622.8180000
7863,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7864,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7865,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7866,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7867,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7868,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7869,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7870,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7871,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7872,Kepler-1255 b,1,1,Transit,2016,Kepler,,1617.0700000
7873,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7874,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7875,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7876,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7877,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7878,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7879,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7880,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7881,Kepler-1256 b,1,1,Transit,2016,Kepler,,891.1920000
7882,Kepler-1257 b,1,1,Transit,2016,Kepler,,1105.9500000
7883,Kepler-1257 b,1,1,Transit,2016,Kepler,,1105.9500000
7884,Kepler-1257 b,1,1,Transit,2016,Kepler,,1105.9500000
7885,Kepler-1257 b,1,1,Transit,2016,Kepler,,1105.9500000
7886,Kepler-1257 b,1,1,Transit,2016,Kepler,,1105.9500000
